2025-05-24 23:56:43,679 - root - INFO - FAv3?: 1 | Validation?: 0 | Experiment args: Namespace(dataset='/capstor/store/cscs/ethz/large-sc/datasets/train_data.parquet', tokenizer_name_or_path='unsloth/Mistral-Nemo-Base-2407-bnb-4bit', sequence_length=2048, batch_size=1, fused_optimizer=False, learning_rate=1e-05, lr_warmup_steps=10, training_steps=800, logging_frequency=1, profile=False, profile_step_start=10, profile_step_end=12, grad_max_norm=1, model_dtype='bf16', compile=False, seed=4, checkpoint_dir='./checkpointing/checkpoints', loss_file='./results/bf16/sl_2048/loss_trace_pccheck.csv', checkpoint_freq=40, max_async=1, warmup=3, load_checkpoint=False, non_blocking=False)
2025-05-24 23:56:43,683 - root - INFO - Setting up DataLoaders...
2025-05-24 23:56:55,574 - root - INFO - Setting up Model...
Model size: 2281834496, Optimizer size: 4563669284, Total size: 6845503780
BSIZE IS 6845503780
At checkpoint, bsize is 6845503780
2025-05-24 23:57:45,715 - root - INFO - Checkpointing warmup done
2025-05-24 23:57:45,717 - root - INFO - ------------------------------------------------------------Starting training!
2025-05-24 23:57:46,436 - root - INFO - Step: 1 | Loss: 11.97 | Tokens per second: 2860.23 | Training tokens per second (%): 38.77 | MFU (%): 3.96 | TFLOPs: 39.16 | Before Fwd Time: 942202.4889584 | Fwd time: 0.5565936 | Bck time: 0.0875393 | After Bck Time: 0.0257299 | GPU Copy Time: 0.0000471 | Train Time: 0.7159237 | Previous After Step Time: 0.0000000
2025-05-24 23:57:46,565 - root - INFO - Step: 2 | Loss: 11.88 | Tokens per second: 16334.63 | Training tokens per second (%): 10.60 | MFU (%): 22.61 | TFLOPs: 223.64 | Before Fwd Time: 942203.2024256 | Fwd time: 0.0353642 | Bck time: 0.0555518 | After Bck Time: 0.0037236 | GPU Copy Time: 0.0000179 | Train Time: 0.1253636 | Previous After Step Time: 0.0000071
2025-05-24 23:57:46,688 - root - INFO - Step: 3 | Loss: 11.92 | Tokens per second: 16981.69 | Training tokens per second (%): 3.52 | MFU (%): 23.51 | TFLOPs: 232.50 | Before Fwd Time: 942203.3297131 | Fwd time: 0.0355033 | Bck time: 0.0528060 | After Bck Time: 0.0035503 | GPU Copy Time: 0.0000116 | Train Time: 0.1205920 | Previous After Step Time: 0.0000026
2025-05-24 23:57:46,810 - root - INFO - Step: 4 | Loss: 11.98 | Tokens per second: 17160.17 | Training tokens per second (%): 16.16 | MFU (%): 23.76 | TFLOPs: 234.94 | Before Fwd Time: 942203.4535411 | Fwd time: 0.0341292 | Bck time: 0.0524596 | After Bck Time: 0.0035882 | GPU Copy Time: 0.0000302 | Train Time: 0.1193412 | Previous After Step Time: 0.0000018
2025-05-24 23:57:46,934 - root - INFO - Step: 5 | Loss: 11.95 | Tokens per second: 17013.47 | Training tokens per second (%): 61.04 | MFU (%): 23.55 | TFLOPs: 232.93 | Before Fwd Time: 942203.5774719 | Fwd time: 0.0344631 | Bck time: 0.0523990 | After Bck Time: 0.0035544 | GPU Copy Time: 0.0000117 | Train Time: 0.1203717 | Previous After Step Time: 0.0000008
2025-05-24 23:57:47,056 - root - INFO - Step: 6 | Loss: 11.97 | Tokens per second: 17148.25 | Training tokens per second (%): 45.26 | MFU (%): 23.74 | TFLOPs: 234.78 | Before Fwd Time: 942203.7000693 | Fwd time: 0.0333541 | Bck time: 0.0526014 | After Bck Time: 0.0036256 | GPU Copy Time: 0.0000099 | Train Time: 0.1194255 | Previous After Step Time: 0.0000012
2025-05-24 23:57:47,179 - root - INFO - Step: 7 | Loss: 12.02 | Tokens per second: 17095.33 | Training tokens per second (%): 17.72 | MFU (%): 23.67 | TFLOPs: 234.05 | Before Fwd Time: 942203.8214871 | Fwd time: 0.0345362 | Bck time: 0.0531072 | After Bck Time: 0.0035318 | GPU Copy Time: 0.0000098 | Train Time: 0.1197937 | Previous After Step Time: 0.0000014
2025-05-24 23:57:47,303 - root - INFO - Step: 8 | Loss: 11.93 | Tokens per second: 16908.82 | Training tokens per second (%): 63.04 | MFU (%): 23.41 | TFLOPs: 231.50 | Before Fwd Time: 942203.9458660 | Fwd time: 0.0340706 | Bck time: 0.0524570 | After Bck Time: 0.0035909 | GPU Copy Time: 0.0000099 | Train Time: 0.1211163 | Previous After Step Time: 0.0000012
2025-05-24 23:57:47,430 - root - INFO - Step: 9 | Loss: 11.94 | Tokens per second: 16489.90 | Training tokens per second (%): 84.72 | MFU (%): 22.83 | TFLOPs: 225.76 | Before Fwd Time: 942204.0707552 | Fwd time: 0.0354481 | Bck time: 0.0528379 | After Bck Time: 0.0044743 | GPU Copy Time: 0.0000106 | Train Time: 0.1241941 | Previous After Step Time: 0.0000013
2025-05-24 23:57:47,554 - root - INFO - Step: 10 | Loss: 11.91 | Tokens per second: 16949.71 | Training tokens per second (%): 46.44 | MFU (%): 23.46 | TFLOPs: 232.06 | Before Fwd Time: 942204.1963474 | Fwd time: 0.0339338 | Bck time: 0.0531958 | After Bck Time: 0.0035991 | GPU Copy Time: 0.0000116 | Train Time: 0.1208244 | Previous After Step Time: 0.0000014
