2025-05-24 23:37:34,218 - root - INFO - FAv3?: 0 | Validation?: 0 | Experiment args: Namespace(dataset='/capstor/store/cscs/ethz/large-sc/datasets/train_data.parquet', tokenizer_name_or_path='unsloth/Mistral-Nemo-Base-2407-bnb-4bit', sequence_length=2048, batch_size=1, fused_optimizer=False, learning_rate=1e-05, lr_warmup_steps=10, training_steps=800, logging_frequency=1, profile=False, profile_step_start=10, profile_step_end=12, grad_max_norm=1, model_dtype='bf16', compile=False, seed=4, checkpoint_dir='./checkpointing/checkpoints', loss_file='./results/bf16/sl_2048/loss_trace_pccheck.csv', checkpoint_freq=40, max_async=1, warmup=3, load_checkpoint=False, non_blocking=False)
2025-05-24 23:37:34,246 - root - INFO - Setting up DataLoaders...
2025-05-24 23:37:36,502 - root - INFO - Setting up Model...
Model size: 2281834496, Optimizer size: 4563669284, Total size: 6845503780
BSIZE IS 6845503780
At checkpoint, bsize is 6845503780
2025-05-24 23:38:26,546 - root - INFO - Checkpointing warmup done
2025-05-24 23:38:26,550 - root - INFO - ------------------------------------------------------------Starting training!
2025-05-24 23:38:28,894 - root - INFO - Step: 1 | Loss: 11.92 | Tokens per second: 874.89 | Training tokens per second (%): 38.77 | MFU (%): 1.21 | TFLOPs: 11.98 | Before Fwd Time: 941043.4801093 | Fwd time: 1.6225632 | Bck time: 0.2407906 | After Bck Time: 0.0929031 | GPU Copy Time: 0.0000469 | Train Time: 2.3408020 | Previous After Step Time: 0.0000000
2025-05-24 23:38:29,021 - root - INFO - Step: 2 | Loss: 11.85 | Tokens per second: 16492.60 | Training tokens per second (%): 10.60 | MFU (%): 22.83 | TFLOPs: 225.80 | Before Fwd Time: 941045.6600772 | Fwd time: 0.0337846 | Bck time: 0.0517788 | After Bck Time: 0.0061715 | GPU Copy Time: 0.0000174 | Train Time: 0.1241624 | Previous After Step Time: 0.0000075
2025-05-24 23:38:29,145 - root - INFO - Step: 3 | Loss: 11.99 | Tokens per second: 16916.39 | Training tokens per second (%): 3.52 | MFU (%): 23.42 | TFLOPs: 231.60 | Before Fwd Time: 941045.7862458 | Fwd time: 0.0349773 | Bck time: 0.0491620 | After Bck Time: 0.0069351 | GPU Copy Time: 0.0000112 | Train Time: 0.1210567 | Previous After Step Time: 0.0000024
2025-05-24 23:38:29,268 - root - INFO - Step: 4 | Loss: 11.94 | Tokens per second: 17047.21 | Training tokens per second (%): 16.16 | MFU (%): 23.60 | TFLOPs: 233.39 | Before Fwd Time: 941045.9105588 | Fwd time: 0.0334525 | Bck time: 0.0490120 | After Bck Time: 0.0072468 | GPU Copy Time: 0.0000088 | Train Time: 0.1201324 | Previous After Step Time: 0.0000016
2025-05-24 23:38:29,394 - root - INFO - Step: 5 | Loss: 11.91 | Tokens per second: 16700.13 | Training tokens per second (%): 61.04 | MFU (%): 23.12 | TFLOPs: 228.64 | Before Fwd Time: 941046.0352760 | Fwd time: 0.0334737 | Bck time: 0.0498290 | After Bck Time: 0.0074816 | GPU Copy Time: 0.0000106 | Train Time: 0.1226301 | Previous After Step Time: 0.0000012
2025-05-24 23:38:29,517 - root - INFO - Step: 6 | Loss: 11.94 | Tokens per second: 17322.08 | Training tokens per second (%): 45.26 | MFU (%): 23.98 | TFLOPs: 237.16 | Before Fwd Time: 941046.1600446 | Fwd time: 0.0327102 | Bck time: 0.0491673 | After Bck Time: 0.0088425 | GPU Copy Time: 0.0000146 | Train Time: 0.1182274 | Previous After Step Time: 0.0000010
2025-05-24 23:38:29,639 - root - INFO - Step: 7 | Loss: 11.99 | Tokens per second: 17249.15 | Training tokens per second (%): 17.72 | MFU (%): 23.88 | TFLOPs: 236.16 | Before Fwd Time: 941046.2824264 | Fwd time: 0.0313256 | Bck time: 0.0453147 | After Bck Time: 0.0115216 | GPU Copy Time: 0.0000092 | Train Time: 0.1187277 | Previous After Step Time: 0.0000009
2025-05-24 23:38:29,764 - root - INFO - Step: 8 | Loss: 11.90 | Tokens per second: 16680.48 | Training tokens per second (%): 63.04 | MFU (%): 23.09 | TFLOPs: 228.37 | Before Fwd Time: 941046.4057141 | Fwd time: 0.0326477 | Bck time: 0.0465419 | After Bck Time: 0.0121444 | GPU Copy Time: 0.0000104 | Train Time: 0.1227750 | Previous After Step Time: 0.0000008
