2025-05-24 23:52:50,407 - root - INFO - FAv3?: 0 | Validation?: 0 | Experiment args: Namespace(dataset='/capstor/store/cscs/ethz/large-sc/datasets/train_data.parquet', tokenizer_name_or_path='unsloth/Mistral-Nemo-Base-2407-bnb-4bit', sequence_length=2048, batch_size=1, fused_optimizer=False, learning_rate=1e-05, lr_warmup_steps=10, training_steps=800, logging_frequency=1, profile=False, profile_step_start=10, profile_step_end=12, grad_max_norm=1, model_dtype='bf16', compile=False, seed=4, checkpoint_dir='./checkpointing/checkpoints', loss_file='./results/bf16/sl_2048/loss_trace_pccheck.csv', checkpoint_freq=40, max_async=1, warmup=3, load_checkpoint=False, non_blocking=False)
2025-05-24 23:52:50,412 - root - INFO - Setting up DataLoaders...
2025-05-24 23:52:52,185 - root - INFO - Setting up Model...
Model size: 2281834496, Optimizer size: 4563669284, Total size: 6845503780
BSIZE IS 6845503780
At checkpoint, bsize is 6845503780
2025-05-24 23:53:43,055 - root - INFO - Checkpointing warmup done
2025-05-24 23:53:43,058 - root - INFO - ------------------------------------------------------------Starting training!
2025-05-24 23:53:43,398 - root - INFO - Step: 1 | Loss: 11.92 | Tokens per second: 6070.95 | Training tokens per second (%): 38.77 | MFU (%): 8.40 | TFLOPs: 83.12 | Before Fwd Time: 941959.8295694 | Fwd time: 0.1935730 | Bck time: 0.0688676 | After Bck Time: 0.0248772 | GPU Copy Time: 0.0000520 | Train Time: 0.3372676 | Previous After Step Time: 0.0000000
2025-05-24 23:53:43,532 - root - INFO - Step: 2 | Loss: 11.85 | Tokens per second: 15744.09 | Training tokens per second (%): 10.60 | MFU (%): 21.79 | TFLOPs: 215.55 | Before Fwd Time: 941960.1645757 | Fwd time: 0.0362991 | Bck time: 0.0523415 | After Bck Time: 0.0073746 | GPU Copy Time: 0.0000139 | Train Time: 0.1300659 | Previous After Step Time: 0.0000077
2025-05-24 23:53:43,662 - root - INFO - Step: 3 | Loss: 11.99 | Tokens per second: 16049.97 | Training tokens per second (%): 3.52 | MFU (%): 22.22 | TFLOPs: 219.74 | Before Fwd Time: 941960.2965802 | Fwd time: 0.0373069 | Bck time: 0.0487897 | After Bck Time: 0.0098121 | GPU Copy Time: 0.0000123 | Train Time: 0.1275915 | Previous After Step Time: 0.0000019
2025-05-24 23:53:43,791 - root - INFO - Step: 4 | Loss: 11.94 | Tokens per second: 16191.72 | Training tokens per second (%): 16.16 | MFU (%): 22.41 | TFLOPs: 221.68 | Before Fwd Time: 941960.4274598 | Fwd time: 0.0368217 | Bck time: 0.0501469 | After Bck Time: 0.0087452 | GPU Copy Time: 0.0000109 | Train Time: 0.1264789 | Previous After Step Time: 0.0000008
2025-05-24 23:53:43,925 - root - INFO - Step: 5 | Loss: 11.91 | Tokens per second: 15663.23 | Training tokens per second (%): 61.04 | MFU (%): 21.68 | TFLOPs: 214.45 | Before Fwd Time: 941960.5584943 | Fwd time: 0.0371781 | Bck time: 0.0497251 | After Bck Time: 0.0105092 | GPU Copy Time: 0.0000145 | Train Time: 0.1307484 | Previous After Step Time: 0.0000008
2025-05-24 23:53:44,055 - root - INFO - Step: 6 | Loss: 11.94 | Tokens per second: 16143.71 | Training tokens per second (%): 45.26 | MFU (%): 22.35 | TFLOPs: 221.02 | Before Fwd Time: 941960.6914631 | Fwd time: 0.0345070 | Bck time: 0.0493668 | After Bck Time: 0.0103005 | GPU Copy Time: 0.0000139 | Train Time: 0.1268578 | Previous After Step Time: 0.0000008
2025-05-24 23:53:44,185 - root - INFO - Step: 7 | Loss: 11.99 | Tokens per second: 16054.65 | Training tokens per second (%): 17.72 | MFU (%): 22.22 | TFLOPs: 219.80 | Before Fwd Time: 941960.8203290 | Fwd time: 0.0363020 | Bck time: 0.0497175 | After Bck Time: 0.0093748 | GPU Copy Time: 0.0000109 | Train Time: 0.1275619 | Previous After Step Time: 0.0000008
2025-05-24 23:53:44,318 - root - INFO - Step: 8 | Loss: 11.90 | Tokens per second: 15775.58 | Training tokens per second (%): 63.04 | MFU (%): 21.84 | TFLOPs: 215.98 | Before Fwd Time: 941960.9524891 | Fwd time: 0.0361457 | Bck time: 0.0497792 | After Bck Time: 0.0107368 | GPU Copy Time: 0.0000103 | Train Time: 0.1298168 | Previous After Step Time: 0.0000009
2025-05-24 23:53:44,454 - root - INFO - Step: 9 | Loss: 11.92 | Tokens per second: 15421.67 | Training tokens per second (%): 84.72 | MFU (%): 21.35 | TFLOPs: 211.14 | Before Fwd Time: 941961.0860316 | Fwd time: 0.0377370 | Bck time: 0.0500047 | After Bck Time: 0.0112258 | GPU Copy Time: 0.0000107 | Train Time: 0.1327974 | Previous After Step Time: 0.0000007
2025-05-24 23:53:44,588 - root - INFO - Step: 10 | Loss: 11.87 | Tokens per second: 15652.98 | Training tokens per second (%): 46.44 | MFU (%): 21.67 | TFLOPs: 214.31 | Before Fwd Time: 941961.2203342 | Fwd time: 0.0379149 | Bck time: 0.0493339 | After Bck Time: 0.0105839 | GPU Copy Time: 0.0000112 | Train Time: 0.1308350 | Previous After Step Time: 0.0000008
2025-05-24 23:53:44,718 - root - INFO - Step: 11 | Loss: 11.85 | Tokens per second: 16031.66 | Training tokens per second (%): 12.55 | MFU (%): 22.19 | TFLOPs: 219.49 | Before Fwd Time: 941961.3529357 | Fwd time: 0.0366457 | Bck time: 0.0499355 | After Bck Time: 0.0089778 | GPU Copy Time: 0.0000100 | Train Time: 0.1277441 | Previous After Step Time: 0.0000010
